files	numero_controle_pncp	tamanho (MB)	url
Pesquisa_de_Precos_-_Passagem_Rodoviaria_assinado-2.pdf	00394452000103-1-019063/2024	0.13	https://pncp.gov.br/pncp-api/v1/orgaos/00394452000103/compras/2024/19063/arquivos/3
RESERVA_AEREO.pdf	00394452000103-1-019063/2024	0.11	https://pncp.gov.br/pncp-api/v1/orgaos/00394452000103/compras/2024/19063/arquivos/4
175%2F2024.pdf	00394452000103-1-019063/2024	0.05	https://pncp.gov.br/pncp-api/v1/orgaos/00394452000103/compras/2024/19063/arquivos/6
Pesquisa_de_Precos_-_Passagem_Aerea_assinado-1.pdf	00394452000103-1-019063/2024	0.13	https://pncp.gov.br/pncp-api/v1/orgaos/00394452000103/compras/2024/19063/arquivos/5
160%2F2024.pdf	00394452000103-1-019063/2024	0.13	https://pncp.gov.br/pncp-api/v1/orgaos/00394452000103/compras/2024/19063/arquivos/7
09.+EDITAL+PREGAO+982024++RECAPE+INTERIOR+SG002+E+SG+025.pdf	75425314000135-1-000180/2024	0.47	https://pncp.gov.br/pncp-api/v1/orgaos/75425314000135/compras/2024/180/arquivos/1
05.+AVISO+DE+LICITACAO++PREGAO+982024++RECAPE+INTERIOR+SG002+E+SG+025.pdf	75425314000135-1-000180/2024	0.46	https://pncp.gov.br/pncp-api/v1/orgaos/75425314000135/compras/2024/180/arquivos/2
02.1.+emissaoCFF7973789AD1525023A7D0Ememorando13.8582024assinadoversaoImpressao.pdf	75425314000135-1-000180/2024	3.21	https://pncp.gov.br/pncp-api/v1/orgaos/75425314000135/compras/2024/180/arquivos/3
Edital.pdf	13937032000160-1-001830/2024	0.65	https://pncp.gov.br/pncp-api/v1/orgaos/13937032000160/compras/2024/1830/arquivos/1
Edital.pdf	14109763000180-1-000160/2024	1.28	https://pncp.gov.br/pncp-api/v1/orgaos/14109763000180/compras/2024/160/arquivos/1
Edital.pdf	13937032000160-1-001829/2024	0.63	https://pncp.gov.br/pncp-api/v1/orgaos/13937032000160/compras/2024/1829/arquivos/1
Edital.pdf	13937032000160-1-001828/2024	0.70	https://pncp.gov.br/pncp-api/v1/orgaos/13937032000160/compras/2024/1828/arquivos/1
Edital.pdf	13937032000160-1-001827/2024	0.35	https://pncp.gov.br/pncp-api/v1/orgaos/13937032000160/compras/2024/1827/arquivos/1
Edital.pdf	44892693000140-1-000586/2024	0.85	https://pncp.gov.br/pncp-api/v1/orgaos/44892693000140/compras/2024/586/arquivos/1
Edital.pdf	13937032000160-1-001826/2024	0.16	https://pncp.gov.br/pncp-api/v1/orgaos/13937032000160/compras/2024/1826/arquivos/1
Edital.pdf	92963560000160-1-000673/2024	0.33	https://pncp.gov.br/pncp-api/v1/orgaos/92963560000160/compras/2024/673/arquivos/1
Edital1132870773839090637.pdf	22675359000100-1-000080/2024	0.65	https://pncp.gov.br/pncp-api/v1/orgaos/22675359000100/compras/2024/80/arquivos/1
Edital+03.2024+-+SAMAE_ass.pdf	82909409000190-1-000127/2024	0.64	https://pncp.gov.br/pncp-api/v1/orgaos/82909409000190/compras/2024/127/arquivos/1
94664AVISO_DE_DISPENSA_ELETRONICA.pdf	08947699000103-1-000071/2024	0.83	https://pncp.gov.br/pncp-api/v1/orgaos/08947699000103/compras/2024/71/arquivos/1
Capa_Compra_Direta_83_2024.pdf	05532085000172-1-000264/2024	0.09	https://pncp.gov.br/pncp-api/v1/orgaos/05532085000172/compras/2024/264/arquivos/1
TR20241015172424.pdf	05532085000172-1-000264/2024	0.68	https://pncp.gov.br/pncp-api/v1/orgaos/05532085000172/compras/2024/264/arquivos/2
111375_editais_1729025816.zip	63762041000135-1-000102/2024	2.02	https://pncp.gov.br/pncp-api/v1/orgaos/63762041000135/compras/2024/102/arquivos/1
TERMO+E+JUSTIFICATIVA+TREM+VACINACAO.pdf	08595042000124-1-000102/2024	1.47	https://pncp.gov.br/pncp-api/v1/orgaos/08595042000124/compras/2024/102/arquivos/1
832024InstrumentosMusiciaisCoralconcomitante20241015172416.pdf	05532085000172-1-000264/2024	0.11	https://pncp.gov.br/pncp-api/v1/orgaos/05532085000172/compras/2024/264/arquivos/3
105443_editais_1727986629.zip	14999490000196-1-000091/2024	4.67	https://pncp.gov.br/pncp-api/v1/orgaos/14999490000196/compras/2024/91/arquivos/1
Edital7261425773674927094.pdf	22675359000100-1-000079/2024	0.70	https://pncp.gov.br/pncp-api/v1/orgaos/22675359000100/compras/2024/79/arquivos/1
SEI_CREA-PR+-+1876163+-+Ordem+de+Compra+e_ou+Servico.pdf	76639384000159-1-000193/2024	0.15	https://pncp.gov.br/pncp-api/v1/orgaos/76639384000159/compras/2024/193/arquivos/1
Edital_PE_n_009_2024.pdf	04530135000110-1-000012/2024	8.86	https://pncp.gov.br/pncp-api/v1/orgaos/04530135000110/compras/2024/12/arquivos/1
arquivo.pdf	15257025000142-1-000223/2024	0.02	https://pncp.gov.br/pncp-api/v1/orgaos/15257025000142/compras/2024/223/arquivos/1
aviso+90060.pdf	00394502000144-1-013842/2024	3.27	https://pncp.gov.br/pncp-api/v1/orgaos/00394502000144/compras/2024/13842/arquivos/1
AVISO_DE_DISPENSA_N_90298_2024__MANUTENO_DE_MOTOSSERRA__ASSINADO.pdf	02321883000167-1-000294/2024	0.81	https://pncp.gov.br/pncp-api/v1/orgaos/02321883000167/compras/2024/294/arquivos/1
Fichario1.pdf	00531640000128-1-000198/2024	0.51	https://pncp.gov.br/pncp-api/v1/orgaos/00531640000128/compras/2024/198/arquivos/1
doc01408920241011135634.pdf	82939232000174-1-000414/2024	1.66	https://pncp.gov.br/pncp-api/v1/orgaos/82939232000174/compras/2024/414/arquivos/1
Edital4597831905200741467.pdf	22675359000100-1-000078/2024	0.71	https://pncp.gov.br/pncp-api/v1/orgaos/22675359000100/compras/2024/78/arquivos/1
doc01408920241011135634.pdf	82939232000174-1-000415/2024	1.66	https://pncp.gov.br/pncp-api/v1/orgaos/82939232000174/compras/2024/415/arquivos/1
EDITAL_PE0892024.pdf	13650403000128-1-000228/2024	0.63	https://pncp.gov.br/pncp-api/v1/orgaos/13650403000128/compras/2024/228/arquivos/1
ANEXO_DO_TERMO.pdf	13650403000128-1-000228/2024	0.09	https://pncp.gov.br/pncp-api/v1/orgaos/13650403000128/compras/2024/228/arquivos/2
PROJETO_BASICO_CONCURSO_DE_MARCHA.pdf	18303248000197-1-000079/2024	0.42	https://pncp.gov.br/pncp-api/v1/orgaos/18303248000197/compras/2024/79/arquivos/1
ETP__ENXOVAL_HOSPITALAR.pdf	13650403000128-1-000228/2024	0.92	https://pncp.gov.br/pncp-api/v1/orgaos/13650403000128/compras/2024/228/arquivos/3
Aviso+de+Contratacao+Direta+-+Assinado.pdf	59952259000185-1-000134/2024	0.77	https://pncp.gov.br/pncp-api/v1/orgaos/59952259000185/compras/2024/134/arquivos/1
Edital8958154703439591190.pdf	22675359000100-1-000077/2024	1.45	https://pncp.gov.br/pncp-api/v1/orgaos/22675359000100/compras/2024/77/arquivos/1
DESPACHO_DIRETOR_DALF+%2815%29.pdf	83931550000151-1-000166/2024	0.09	https://pncp.gov.br/pncp-api/v1/orgaos/83931550000151/compras/2024/166/arquivos/1
Termo_Referencial_FESTIVIDADES_Cronograma.pdf	07954480000179-1-019413/2024	0.32	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/19413/arquivos/1
SEI_4765786_Termo_de_Referencia+%281%29.pdf	33663683000116-1-001392/2024	0.10	https://pncp.gov.br/pncp-api/v1/orgaos/33663683000116/compras/2024/1392/arquivos/1
AVISO_DE_DISPENSA_N_90297__MATERIAL_ESPORTIVO__TRAVE_DE_FUTEBOL__ASSINADO.pdf	45253962000190-1-000103/2024	0.90	https://pncp.gov.br/pncp-api/v1/orgaos/45253962000190/compras/2024/103/arquivos/1
600822.712.9204retificacaonumeracaoil.sessoesdefulguracaodeplasmadeargonio.18rscomcontrato.pdf	08597121000174-1-001225/2024	0.29	https://pncp.gov.br/pncp-api/v1/orgaos/08597121000174/compras/2024/1225/arquivos/1
Edital+PE+087+2024+-+Prestacao+de+servicos+de+higienizacao+em+aparelhos+condicionadores+de+ar.pdf	90832619000155-1-000362/2024	1.53	https://pncp.gov.br/pncp-api/v1/orgaos/90832619000155/compras/2024/362/arquivos/1
594422.712.9204corretivanumeracaosequencialparecerreferencial0192023dlemergencialdlojfulguracaodeplasmaempenho18rsits.pdf	08597121000174-1-001225/2024	0.31	https://pncp.gov.br/pncp-api/v1/orgaos/08597121000174/compras/2024/1225/arquivos/2
Solicitacao_compra+2103-2024+%28DFD%29.pdf	46177523000109-1-000438/2024	0.27	https://pncp.gov.br/pncp-api/v1/orgaos/46177523000109/compras/2024/438/arquivos/1
TR+SC+2103-24.pdf	46177523000109-1-000438/2024	0.68	https://pncp.gov.br/pncp-api/v1/orgaos/46177523000109/compras/2024/438/arquivos/2
EDITAL+-+PE+72-2024.pdf	46177523000109-1-000438/2024	1.72	https://pncp.gov.br/pncp-api/v1/orgaos/46177523000109/compras/2024/438/arquivos/3
AVISO+DE+LICITACAO+%E2%80%93+PREGAO+ELETRONICO+no.+72_2024.pdf	46177523000109-1-000438/2024	0.12	https://pncp.gov.br/pncp-api/v1/orgaos/46177523000109/compras/2024/438/arquivos/4
057_-_ATO_DECLARATORIO_-_CURSO_DE_CERIMONIAL.PDF	05136142000102-1-000055/2024	0.56	https://pncp.gov.br/pncp-api/v1/orgaos/05136142000102/compras/2024/55/arquivos/1
057_-_CERTIDAO_DE_PUBLICACAO_-_CURSO_DE_CERIMONIAL.PDF	05136142000102-1-000055/2024	0.18	https://pncp.gov.br/pncp-api/v1/orgaos/05136142000102/compras/2024/55/arquivos/2
AVISO+CONTRATACAO+DIRETA.pdf	77774511000195-1-000009/2024	0.06	https://pncp.gov.br/pncp-api/v1/orgaos/77774511000195/compras/2024/9/arquivos/1
TermoDeParticipacao_20240006.pdf	07954480000179-1-019412/2024	0.07	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/19412/arquivos/1
61bed9f885c4e81541a209dcb753e7344a294847.pdf	63111215000108-1-000027/2024	0.67	https://pncp.gov.br/pncp-api/v1/orgaos/63111215000108/compras/2024/27/arquivos/2
tmp2KYyYh.pdf	01612556000100-1-000053/2024	0.91	https://pncp.gov.br/pncp-api/v1/orgaos/01612556000100/compras/2024/53/arquivos/1
tmpjt8Fvh.pdf	01612556000100-1-000053/2024	2.81	https://pncp.gov.br/pncp-api/v1/orgaos/01612556000100/compras/2024/53/arquivos/2
tmpjP5Heg.pdf	01612556000100-1-000053/2024	3.82	https://pncp.gov.br/pncp-api/v1/orgaos/01612556000100/compras/2024/53/arquivos/3
tmpiKFVoj.pdf	01612556000100-1-000053/2024	5.03	https://pncp.gov.br/pncp-api/v1/orgaos/01612556000100/compras/2024/53/arquivos/4
tmp8Dc8nf.pdf	01612556000100-1-000053/2024	5.01	https://pncp.gov.br/pncp-api/v1/orgaos/01612556000100/compras/2024/53/arquivos/5
Ato4589380281290764256.pdf	21154554000113-1-000548/2024	0.04	https://pncp.gov.br/pncp-api/v1/orgaos/21154554000113/compras/2024/548/arquivos/1
Aviso+de+Contratacao+Direta.pdf	07705817000104-1-000107/2024	3.71	https://pncp.gov.br/pncp-api/v1/orgaos/07705817000104/compras/2024/107/arquivos/1
Minuta+de+contrato.pdf	07705817000104-1-000107/2024	1.40	https://pncp.gov.br/pncp-api/v1/orgaos/07705817000104/compras/2024/107/arquivos/4
ANEXO+I+-+PROJETO+BASICO%2509.pdf	07705817000104-1-000107/2024	2.79	https://pncp.gov.br/pncp-api/v1/orgaos/07705817000104/compras/2024/107/arquivos/3
Aviso.pdf	07705817000104-1-000107/2024	0.16	https://pncp.gov.br/pncp-api/v1/orgaos/07705817000104/compras/2024/107/arquivos/5
01.02.017306.004699_2024_19_Edital_Aprovado_assinado.pdf	07141411000146-1-000020/2024	1.35	https://pncp.gov.br/pncp-api/v1/orgaos/07141411000146/compras/2024/20/arquivos/2
Termo+de+IL1156-24+-SES+105592-24+Art.+74+-+I+-+OF+-+Manut.+Corretiva+-+HRSJ.pdf	80673411000187-1-000501/2024	1.02	https://pncp.gov.br/pncp-api/v1/orgaos/80673411000187/compras/2024/501/arquivos/1
Estudo+Tecnico+Preliminar.pdf	07705817000104-1-000107/2024	3.96	https://pncp.gov.br/pncp-api/v1/orgaos/07705817000104/compras/2024/107/arquivos/2
%22DFD.pdf	80673411000187-1-000501/2024	0.18	https://pncp.gov.br/pncp-api/v1/orgaos/80673411000187/compras/2024/501/arquivos/2
%22ETP.pdf	80673411000187-1-000501/2024	0.27	https://pncp.gov.br/pncp-api/v1/orgaos/80673411000187/compras/2024/501/arquivos/3
%22TR.pdf	80673411000187-1-000501/2024	1.82	https://pncp.gov.br/pncp-api/v1/orgaos/80673411000187/compras/2024/501/arquivos/4
Capa_Compra_Direta_166_2024.pdf	03507415000225-1-000320/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/03507415000225/compras/2024/320/arquivos/1
Aviso_de_Compra_Direta_1424-2024.pdf	83891283000136-1-001199/2024	0.11	https://pncp.gov.br/pncp-api/v1/orgaos/83891283000136/compras/2024/1199/arquivos/1
Termo-de-Referencia-N_0233_2024_SAF_SES_MT.pdf	03507415000225-1-000320/2024	3.63	https://pncp.gov.br/pncp-api/v1/orgaos/03507415000225/compras/2024/320/arquivos/2
%2Fvar%2Fwww%2Fhtml%2Ffraiburgo.atende.net%2Ftemp%2FWCO%2FPNCP%2FEdital%2Fedital_25_2024_13623_documento.pdf	06017932000123-1-000028/2024	1.16	https://pncp.gov.br/pncp-api/v1/orgaos/06017932000123/compras/2024/28/arquivos/1
%2Fvar%2Fwww%2Fhtml%2Ffraiburgo.atende.net%2Ftemp%2FWCO%2FPNCP%2FEdital%2FDFD.pdf	06017932000123-1-000028/2024	0.24	https://pncp.gov.br/pncp-api/v1/orgaos/06017932000123/compras/2024/28/arquivos/2
%2Fvar%2Fwww%2Fhtml%2Ffraiburgo.atende.net%2Ftemp%2FWCO%2FPNCP%2FEdital%2F2.Estudo_Tecnico_Preliminar__Telemetria_assinado.pdf	06017932000123-1-000028/2024	0.82	https://pncp.gov.br/pncp-api/v1/orgaos/06017932000123/compras/2024/28/arquivos/3
%2Fvar%2Fwww%2Fhtml%2Ffraiburgo.atende.net%2Ftemp%2FWCO%2FPNCP%2FEdital%2F3.TR__Telemetria_assinado.pdf	06017932000123-1-000028/2024	0.34	https://pncp.gov.br/pncp-api/v1/orgaos/06017932000123/compras/2024/28/arquivos/4
%2Fvar%2Fwww%2Fhtml%2Ffraiburgo.atende.net%2Ftemp%2FWCO%2FPNCP%2FEdital%2FPA1362320242521.pdf	06017932000123-1-000028/2024	0.27	https://pncp.gov.br/pncp-api/v1/orgaos/06017932000123/compras/2024/28/arquivos/5
25Assessoria+em+Saude.pdf	26130617000115-1-000088/2024	0.34	https://pncp.gov.br/pncp-api/v1/orgaos/26130617000115/compras/2024/88/arquivos/1
02+EDITAL+103+2024+-+PE+77+2024+-+MED.+INJETAVEIS+E+OFTALMICOS+OF+211+2024.pdf	48344014000159-1-000277/2024	1.07	https://pncp.gov.br/pncp-api/v1/orgaos/48344014000159/compras/2024/277/arquivos/1
03+AVISO+DE+LICITACAO+-+PE+77+2024+-+MED.+INJETAVEIS+E+OFTALMICOS.pdf	48344014000159-1-000277/2024	0.06	https://pncp.gov.br/pncp-api/v1/orgaos/48344014000159/compras/2024/277/arquivos/3
EDITAL+PR+ELETRONICO+59.pdf	82827999000101-1-000086/2024	0.57	https://pncp.gov.br/pncp-api/v1/orgaos/82827999000101/compras/2024/86/arquivos/1
PARECER+JURIDICO+-+PE+77+-+MEDICAMENTOS+INJETAVEIS+E+OFTALMICOS.pdf	48344014000159-1-000277/2024	5.48	https://pncp.gov.br/pncp-api/v1/orgaos/48344014000159/compras/2024/277/arquivos/2
EDITAL_DE_PREGAO_ELETRONICO_122024.pdf	74011024000182-1-000024/2024	1.22	https://pncp.gov.br/pncp-api/v1/orgaos/74011024000182/compras/2024/24/arquivos/1
EDITAL_0352024_PE__SRP_URNAS_FUNERRIAS_COM_SERVIO_E_TRANSLADO..pdf	13846902000195-1-000097/2024	1.52	https://pncp.gov.br/pncp-api/v1/orgaos/13846902000195/compras/2024/97/arquivos/1
AVISO_DE_DISPENSA_N_90296__FORNECIMENTO_E_INSTALAO_DE_FACHADAS_EM_AO_GALVANIZADO__ASSINAOD.pdf	45253962000190-1-000102/2024	0.95	https://pncp.gov.br/pncp-api/v1/orgaos/45253962000190/compras/2024/102/arquivos/1
PARECER_RECURSO_E_CONTRARRAZO_PE_0352024.pdf	13846902000195-1-000097/2024	4.47	https://pncp.gov.br/pncp-api/v1/orgaos/13846902000195/compras/2024/97/arquivos/2
01.02.017306.004846_2024_50_Edital_Aprovado_assinado.pdf	07141411000146-1-000019/2024	1.35	https://pncp.gov.br/pncp-api/v1/orgaos/07141411000146/compras/2024/19/arquivos/2
EDITAL.pdf	31724289000115-1-000038/2024	0.57	https://pncp.gov.br/pncp-api/v1/orgaos/31724289000115/compras/2024/38/arquivos/1
cp00915-10-24_175834.pdf	31724289000115-1-000039/2024	0.57	https://pncp.gov.br/pncp-api/v1/orgaos/31724289000115/compras/2024/39/arquivos/1
cp00915-10-24_175812.pdf	31724289000115-1-000039/2024	0.31	https://pncp.gov.br/pncp-api/v1/orgaos/31724289000115/compras/2024/39/arquivos/2
Autorizacao+de+Compra.pdf	17884412000134-1-000932/2024	0.29	https://pncp.gov.br/pncp-api/v1/orgaos/17884412000134/compras/2024/932/arquivos/1
EDITAL_0362024_AQUISIO_DE_CESTAS_BSICA.pdf	13846902000195-1-000096/2024	1.30	https://pncp.gov.br/pncp-api/v1/orgaos/13846902000195/compras/2024/96/arquivos/1
EDITAL_PE_034_2024.pdf	13717517000148-1-000102/2024	2.17	https://pncp.gov.br/pncp-api/v1/orgaos/13717517000148/compras/2024/102/arquivos/1
Capa_Compra_Direta_167_2024.pdf	03507415000225-1-000319/2024	0.02	https://pncp.gov.br/pncp-api/v1/orgaos/03507415000225/compras/2024/319/arquivos/1
Termo-de-Referencia-028_2024_COFADEX---1_-retificacao.pdf	03507415000225-1-000319/2024	10.50	https://pncp.gov.br/pncp-api/v1/orgaos/03507415000225/compras/2024/319/arquivos/2
Termo+de+Cotacao+Eletronica+55-2024+e+Anexos.pdf	25641721000101-1-000061/2024	3.10	https://pncp.gov.br/pncp-api/v1/orgaos/25641721000101/compras/2024/61/arquivos/1
TERMO_DE_REFERENCIA.PDF	02756070000108-1-000055/2024	0.23	https://pncp.gov.br/pncp-api/v1/orgaos/02756070000108/compras/2024/55/arquivos/1
20158822024_1.pdf	13937149000143-1-003009/2024	0.20	https://pncp.gov.br/pncp-api/v1/orgaos/13937149000143/compras/2024/3009/arquivos/1
AVISO_DE_DISPENSA.PDF	02756070000108-1-000055/2024	0.14	https://pncp.gov.br/pncp-api/v1/orgaos/02756070000108/compras/2024/55/arquivos/2
20087042024_1.pdf	13937149000143-1-003010/2024	0.26	https://pncp.gov.br/pncp-api/v1/orgaos/13937149000143/compras/2024/3010/arquivos/1
11114352024_1.pdf	13937065000100-1-006535/2024	0.07	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6535/arquivos/1
11144602024_1.pdf	13937065000100-1-006534/2024	0.15	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6534/arquivos/1
11115802024_1.pdf	13937065000100-1-006533/2024	0.40	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6533/arquivos/1
11115732024_1.pdf	13937065000100-1-006531/2024	0.40	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6531/arquivos/1
DE+90080.zip, DE 90080/, DE 90080/TR MAT DE EXPEDIENTE ATUALIZADO .pdf, DE 90080/05 - AVISO MAT Exp.pdf	00394502000144-1-013841/2024	0.38	https://pncp.gov.br/pncp-api/v1/orgaos/00394502000144/compras/2024/13841/arquivos/1
11115762024_1.pdf	13937065000100-1-006532/2024	0.40	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6532/arquivos/1
11115652024_1.pdf	13937065000100-1-006530/2024	0.41	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6530/arquivos/1
AVISO_DISPENSA_ELETRONICA_90074_2024_COM_TR.pdf	00508903000188-1-002568/2024	0.29	https://pncp.gov.br/pncp-api/v1/orgaos/00508903000188/compras/2024/2568/arquivos/1
11115642024_1.pdf	13937065000100-1-006529/2024	0.41	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6529/arquivos/1
11115632024_1.pdf	13937065000100-1-006528/2024	0.41	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6528/arquivos/1
AVISO_10021300_ANEXOS.zip, ANEXO_10021300.docx, AVISO_10021300.pdf	62070362000106-1-000430/2024	0.54	https://pncp.gov.br/pncp-api/v1/orgaos/62070362000106/compras/2024/430/arquivos/1
11115602024_1.pdf	13937065000100-1-006527/2024	0.40	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6527/arquivos/1
6637-AVISO_DE_CONTRATACAO_DIRETA+INEX.rtf	37465358000108-1-000049/2024	0.10	https://pncp.gov.br/pncp-api/v1/orgaos/37465358000108/compras/2024/49/arquivos/1
Termo+de+referencia_15_10_2024_16_52_49_911561d58ce9879990eda00e39612bec6.rtf	37465358000108-1-000049/2024	0.16	https://pncp.gov.br/pncp-api/v1/orgaos/37465358000108/compras/2024/49/arquivos/2
11115552024_1.pdf	13937065000100-1-006526/2024	0.40	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6526/arquivos/1
11115542024_1.pdf	13937065000100-1-006525/2024	0.40	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6525/arquivos/1
11115532024_1.pdf	13937065000100-1-006524/2024	0.40	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6524/arquivos/1
11115512024_1.pdf	13937065000100-1-006523/2024	0.40	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6523/arquivos/1
11115492024_1.pdf	13937065000100-1-006521/2024	0.40	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6521/arquivos/1
11115502024_1.pdf	13937065000100-1-006522/2024	0.40	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6522/arquivos/1
11115482024_1.pdf	13937065000100-1-006520/2024	0.40	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6520/arquivos/1
11115462024_1.pdf	13937065000100-1-006519/2024	0.40	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6519/arquivos/1
11115452024_1.pdf	13937065000100-1-006518/2024	0.40	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6518/arquivos/1
11115422024_1.pdf	13937065000100-1-006517/2024	0.40	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6517/arquivos/1
11115392024_1.pdf	13937065000100-1-006515/2024	0.40	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6515/arquivos/1
11115382024_1.pdf	13937065000100-1-006514/2024	0.40	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6514/arquivos/1
11115412024_1.pdf	13937065000100-1-006516/2024	0.40	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6516/arquivos/1
TR71_2024+%282%29.pdf	10673078000120-1-000074/2024	0.13	https://pncp.gov.br/pncp-api/v1/orgaos/10673078000120/compras/2024/74/arquivos/1
11115372024_1.pdf	13937065000100-1-006513/2024	0.40	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6513/arquivos/1
11110382024_1.pdf	13937065000100-1-006512/2024	0.23	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6512/arquivos/1
11138042024_1.pdf	13937065000100-1-006511/2024	0.29	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6511/arquivos/1
11136102024_1.pdf	13937065000100-1-006510/2024	0.19	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6510/arquivos/1
